Mod:Item:MetaData, Localized Name
thebetweenlands:milkweed, Milkweed
thebetweenlands:nettle, Nettle
thebetweenlands:nettle_flowered, Flowered Nettle
thebetweenlands:pickerel_weed, Pickerel Weed
thebetweenlands:phragmites, Phragmites
thebetweenlands:shoots, Shoots
thebetweenlands:sludgecreep, Sludgecreep
thebetweenlands:tall_sludgecreep, Tall Sludgecreep
thebetweenlands:soft_rush, Soft Rush
thebetweenlands:thorns, Thorns
thebetweenlands:tall_cattail, Tall Cattail
thebetweenlands:swamp_tallgrass, Swamp Tallgrass
thebetweenlands:dead_weedwood_bush, Dead Weedwood Bush
thebetweenlands:weedwood_bush, Weedwood Bush
thebetweenlands:nesting_block_sticks, Nesting Block
thebetweenlands:nesting_block_bones, Nesting Block
thebetweenlands:hollow_log, Hollow Log
thebetweenlands:cave_moss, Cave Moss
thebetweenlands:cryptweed, Cryptweed
thebetweenlands:string_roots, String Roots
thebetweenlands:pale_grass, Pale Grass
thebetweenlands:rotbulb, Rotbulb
thebetweenlands:moss, Moss
thebetweenlands:dead_moss, Dead Moss
thebetweenlands:lichen, Lichen
thebetweenlands:dead_lichen, Dead Lichen
thebetweenlands:hanger:0, Hanger
thebetweenlands:hanger:3, Seeded Hanger
thebetweenlands:weedwood_bush_infested_0, Pheromone Infused Weedwood Bush
thebetweenlands:weedwood_bush_infested_1, Moth Infested Weedwood Bush
thebetweenlands:weedwood_bush_infested_2, Silk Grub Infested Weedwood Bush
thebetweenlands:weedwood_bush_infested_3, Silk Cocooned Weedwood Bush
thebetweenlands:weedwood_bush_infested_4, Decay Infested Weedwood Bush
thebetweenlands:purified_swamp_dirt, Purified Swamp Dirt
thebetweenlands:dug_swamp_dirt:0, Dug Swamp Dirt
thebetweenlands:dug_swamp_dirt:1, Dug Swamp Dirt
thebetweenlands:dug_swamp_dirt:2, Dug Swamp Dirt
thebetweenlands:dug_purified_swamp_dirt:0, Dug Purified Swamp Dirt
thebetweenlands:dug_purified_swamp_dirt:1, Dug Purified Swamp Dirt
thebetweenlands:dug_swamp_grass:0, Dug Swamp Grass
thebetweenlands:dug_swamp_grass:1, Dug Swamp Grass
thebetweenlands:dug_swamp_grass:2, Dug Swamp Grass
thebetweenlands:dug_purified_swamp_grass:0, Dug Purified Swamp Grass
thebetweenlands:dug_purified_swamp_grass:1, Dug Purified Swamp Grass
thebetweenlands:black_ice, Black Ice
thebetweenlands:snow, Snow
thebetweenlands:log_portal:0, Portal Frame
thebetweenlands:log_portal:12, Portal Frame
thebetweenlands:portal_frame:0, Top Left Portal Frame
thebetweenlands:portal_frame:1, Top Portal Frame
thebetweenlands:portal_frame:2, Top Right Portal Frame
thebetweenlands:portal_frame:3, Right Side Portal Frame
thebetweenlands:portal_frame:4, Left Side Portal Frame
thebetweenlands:portal_frame:5, Bottom Left Portal Frame
thebetweenlands:portal_frame:6, Bottom Portal Frame
thebetweenlands:portal_frame:7, Bottom Right Portal Frame
thebetweenlands:druid_altar, Dark Druid Altar
thebetweenlands:purifier, Purifier
thebetweenlands:weedwood_workbench, Weedwood Crafting Table
thebetweenlands:compost_bin, Compost Bin
thebetweenlands:weedwood_jukebox, Weedwood Jukebox
thebetweenlands:sulfur_furnace, Rift Sulfur Furnace
thebetweenlands:sulfur_furnace_dual, Dual Rift Sulfur Furnace
thebetweenlands:weedwood_chest, Weedwood Chest
thebetweenlands:sludge, Sludge
thebetweenlands:fallen_leaves, Fallen Leaves
thebetweenlands:energy_barrier, Energy Barrier
thebetweenlands:sulfur_torch, Rift Sulfur Torch
thebetweenlands:sulfur_torch_extinguished, Extinguished Rift Sulfur Torch
thebetweenlands:weedwood_trapdoor, Weedwood Trapdoor
thebetweenlands:rubber_tree_plank_trapdoor, Rubber Tree Plank Trapdoor
thebetweenlands:syrmorite_trapdoor, Syrmorite Trapdoor
thebetweenlands:giant_root_plank_trapdoor, Giant Root Plank Trapdoor
thebetweenlands:hearthgrove_plank_trapdoor, Hearthgrove Plank Trapdoor
thebetweenlands:nibbletwig_plank_trapdoor, Nibbletwig Plank Trapdoor
thebetweenlands:rotten_plank_trapdoor, Rotten Plank Trapdoor
thebetweenlands:weedwood_trapdoor_treated, Treated Weedwood Trapdoor
thebetweenlands:rubber_tree_plank_trapdoor_treated, Treated Rubber Tree Plank Trapdoor
thebetweenlands:giant_root_plank_trapdoor_treated, Treated Giant Root Plank Trapdoor
thebetweenlands:hearthgrove_plank_trapdoor_treated, Treated Hearthgrove Plank Trapdoor
thebetweenlands:nibbletwig_plank_trapdoor_treated, Treated Nibbletwig Plank Trapdoor
thebetweenlands:rotten_plank_trapdoor_treated, Treated Rotten Plank Trapdoor
thebetweenlands:scabyst_trapdoor, Scabyst Trapdoor
thebetweenlands:syrmorite_hopper, Syrmorite Hopper
thebetweenlands:mud_flower_pot, Mud Brick Flower Pot
thebetweenlands:mud_flower_pot_candle, Mud Brick Flower Pot With Candle
thebetweenlands:gecko_cage, Gecko Cage
thebetweenlands:infuser, Infuser
thebetweenlands:mortar, Mortar
thebetweenlands:censer, Censer
thebetweenlands:weedwood_barrel, Weedwood Barrel
thebetweenlands:syrmorite_barrel, Syrmorite Barrel
thebetweenlands:animator, Animator
thebetweenlands:alembic, Alembic
thebetweenlands:damp_torch, Damp Torch
thebetweenlands:walkway, Weedwood Walkway
thebetweenlands:wood_chip_path, Weedwood Chip Path
thebetweenlands:thatch_roof, Thatch Roof
thebetweenlands:mud_brick_roof, Mud Brick Shingle Roof
thebetweenlands:repeller, Repeller
thebetweenlands:waystone, Menhir
thebetweenlands:simulacrum_deepman:2, Deepman Simulacrum
thebetweenlands:simulacrum_deepman:6, Deepman Simulacrum
thebetweenlands:simulacrum_deepman:10, Deepman Simulacrum
thebetweenlands:simulacrum_lake_cavern:2, Lake Cavern Simulacrum
thebetweenlands:simulacrum_lake_cavern:6, Lake Cavern Simulacrum
thebetweenlands:simulacrum_lake_cavern:10, Lake Cavern Simulacrum
thebetweenlands:simulacrum_rootman:2, Rootman Simulacrum
thebetweenlands:simulacrum_rootman:6, Rootman Simulacrum
thebetweenlands:simulacrum_rootman:10, Rootman Simulacrum
thebetweenlands:offering_table, Offering Table
thebetweenlands:wind_chime, Wind Chime
thebetweenlands:lantern_paper_1, Blank Amate Paper Lantern
thebetweenlands:lantern_paper_2, Checkered Amate Paper Lantern
thebetweenlands:lantern_paper_3, Framed Amate Paper Lantern
thebetweenlands:lantern_silt_glass, Silt Glass Lantern
thebetweenlands:bauble, Bauble
thebetweenlands:fishing_tackle_box, Fishing Tackle Box
thebetweenlands:smoking_rack, Smoking Rack
thebetweenlands:fish_trimming_table, Trimming Table
thebetweenlands:crab_pot, Crab Pot
thebetweenlands:crab_pot_filter, Crab Pot Filter
thebetweenlands:silt_glass_jar, Silt Glass Jar
thebetweenlands:barnacle_1_2, Barnacle Larvae
thebetweenlands:glowing_goop, Glowing Goop
thebetweenlands:reed_mat, Reed Mat
thebetweenlands:lyestone, Lyestone
thebetweenlands:mist_bridge, Mist Bridge
thebetweenlands:shadow_walker, Shadow Walker
thebetweenlands:steeping_pot, Steeping Pot
thebetweenlands:grub_hub, Grub Hub
thebetweenlands:water_filter, Water Filter
thebetweenlands:filtered_silt_glass_jar, Filtered Silt Glass Jar
thebetweenlands:moth_house, Moth House
thebetweenlands:samite:0, Dull Lavender Samite
thebetweenlands:samite:1, Maroon Samite
thebetweenlands:samite:2, Shadow Green Samite
thebetweenlands:samite:3, Camelot Magenta Samite
thebetweenlands:samite:4, Saffron Samite
thebetweenlands:samite:5, Caribbean Green Samite
thebetweenlands:samite:6, Vivid Tangerine Samite
thebetweenlands:samite:7, Champagne Samite
thebetweenlands:samite:8, Raisin Black Samite
thebetweenlands:samite:9, Sushi Green Samite
thebetweenlands:samite:10, Elm Cyan Samite
thebetweenlands:samite:11, Cadmium Green Samite
thebetweenlands:samite:12, Lavender Blue Samite
thebetweenlands:samite:13, Brown Rust Samite
thebetweenlands:samite:14, Midnight Purple Samite
thebetweenlands:samite:15, Pewter Grey Samite
thebetweenlands:samite_canvas_panel:0, Dull Lavender Samite Canvas Panel
thebetweenlands:samite_canvas_panel:1, Maroon Samite Canvas Panel
thebetweenlands:samite_canvas_panel:2, Shadow Green Samite Canvas Panel
thebetweenlands:samite_canvas_panel:3, Camelot Magenta Samite Canvas Panel
thebetweenlands:samite_canvas_panel:4, Saffron Samite Canvas Panel
thebetweenlands:samite_canvas_panel:5, Caribbean Green Samite Canvas Panel
thebetweenlands:samite_canvas_panel:6, Vivid Tangerine Samite Canvas Panel
thebetweenlands:samite_canvas_panel:7, Champagne Samite Canvas Panel
thebetweenlands:samite_canvas_panel:8, Raisin Black Samite Canvas Panel
thebetweenlands:samite_canvas_panel:9, Sushi Green Samite Canvas Panel
thebetweenlands:samite_canvas_panel:10, Elm Cyan Samite Canvas Panel
thebetweenlands:samite_canvas_panel:11, Cadmium Green Samite Canvas Panel
thebetweenlands:samite_canvas_panel:12, Lavender Blue Samite Canvas Panel
thebetweenlands:samite_canvas_panel:13, Brown Rust Samite Canvas Panel
thebetweenlands:samite_canvas_panel:14, Midnight Purple Samite Canvas Panel
thebetweenlands:samite_canvas_panel:15, Pewter Grey Samite Canvas Panel
thebetweenlands:samite_canvas_panel_rotated:0, tile.thebetweenlands.samite_canvas_panel_rotated.dull_lavender.name
thebetweenlands:samite_canvas_panel_rotated:1, tile.thebetweenlands.samite_canvas_panel_rotated.maroon.name
thebetweenlands:samite_canvas_panel_rotated:2, tile.thebetweenlands.samite_canvas_panel_rotated.shadow_green.name
thebetweenlands:samite_canvas_panel_rotated:3, tile.thebetweenlands.samite_canvas_panel_rotated.camelot_magenta.name
thebetweenlands:samite_canvas_panel_rotated:4, tile.thebetweenlands.samite_canvas_panel_rotated.saffron.name
thebetweenlands:samite_canvas_panel_rotated:5, tile.thebetweenlands.samite_canvas_panel_rotated.caribbean_green.name
thebetweenlands:samite_canvas_panel_rotated:6, tile.thebetweenlands.samite_canvas_panel_rotated.vivid_tangerine.name
thebetweenlands:samite_canvas_panel_rotated:7, tile.thebetweenlands.samite_canvas_panel_rotated.champagne.name
thebetweenlands:samite_canvas_panel_rotated:8, tile.thebetweenlands.samite_canvas_panel_rotated.raisin_black.name
thebetweenlands:samite_canvas_panel_rotated:9, tile.thebetweenlands.samite_canvas_panel_rotated.sushi_green.name
thebetweenlands:samite_canvas_panel_rotated:10, tile.thebetweenlands.samite_canvas_panel_rotated.elm_cyan.name
thebetweenlands:samite_canvas_panel_rotated:11, tile.thebetweenlands.samite_canvas_panel_rotated.cadmium_green.name
thebetweenlands:samite_canvas_panel_rotated:12, tile.thebetweenlands.samite_canvas_panel_rotated.lavender_blue.name
thebetweenlands:samite_canvas_panel_rotated:13, tile.thebetweenlands.samite_canvas_panel_rotated.brown_rust.name
thebetweenlands:samite_canvas_panel_rotated:14, tile.thebetweenlands.samite_canvas_panel_rotated.midnight_purple.name
thebetweenlands:samite_canvas_panel_rotated:15, tile.thebetweenlands.samite_canvas_panel_rotated.pewter_grey.name
thebetweenlands:reed_mat_colored:0, Dull Lavender Reed Mat
thebetweenlands:reed_mat_colored:1, Maroon Reed Mat
thebetweenlands:reed_mat_colored:2, Shadow Green Reed Mat
thebetweenlands:reed_mat_colored:3, Camelot Magenta Reed Mat
thebetweenlands:reed_mat_colored:4, Saffron Reed Mat
thebetweenlands:reed_mat_colored:5, Caribbean Green Reed Mat
thebetweenlands:reed_mat_colored:6, Vivid Tangerine Reed Mat
thebetweenlands:reed_mat_colored:7, Champagne Reed Mat
thebetweenlands:reed_mat_colored:8, Raisin Black Reed Mat
thebetweenlands:reed_mat_colored:9, Sushi Green Reed Mat
thebetweenlands:reed_mat_colored:10, Elm Cyan Reed Mat
thebetweenlands:reed_mat_colored:11, Cadmium Green Reed Mat
thebetweenlands:reed_mat_colored:12, Lavender Blue Reed Mat
thebetweenlands:reed_mat_colored:13, Brown Rust Reed Mat
thebetweenlands:reed_mat_colored:14, Midnight Purple Reed Mat
thebetweenlands:reed_mat_colored:15, Pewter Grey Reed Mat
thebetweenlands:weedwood_planks_treated, Treated Weedwood Planks
thebetweenlands:weedwood_plank_slab_treated, Treated Weedwood Plank Slab
thebetweenlands:weedwood_plank_stairs_treated, Treated Weedwood Plank Stairs
thebetweenlands:weedwood_plank_fence_treated, Treated Weedwood Plank Fence
thebetweenlands:weedwood_plank_fence_gate_treated, Treated Weedwood Plank Fence Gate
thebetweenlands:rubber_tree_planks_treated, Treated Rubber Tree Planks
thebetweenlands:rubber_tree_plank_slab_treated, Treated Rubber Tree Plank Slab
thebetweenlands:rubber_tree_plank_stairs_treated, Treated Rubber Tree Plank Stairs
thebetweenlands:rubber_tree_plank_fence_treated, Treated Rubber Tree Plank Fence
thebetweenlands:rubber_tree_plank_fence_gate_treated, Treated Rubber Tree Plank Fence Gate
thebetweenlands:giant_root_planks_treated, Treated Giant Root Planks
thebetweenlands:giant_root_plank_slab_treated, Treated Giant Root Plank Slab
thebetweenlands:giant_root_plank_stairs_treated, Treated Giant Root Plank Stairs
thebetweenlands:giant_root_plank_fence_treated, Treated Giant Root Plank Fence
thebetweenlands:giant_root_plank_fence_gate_treated, Treated Giant Root Plank Fence Gate
thebetweenlands:hearthgrove_planks_treated, Treated Hearthgrove Planks
thebetweenlands:hearthgrove_plank_slab_treated, Treated Hearthgrove Plank Slab
thebetweenlands:hearthgrove_plank_stairs_treated, Treated Hearthgrove Plank Stairs
thebetweenlands:hearthgrove_plank_fence_treated, Treated Hearthgrove Plank Fence
thebetweenlands:hearthgrove_plank_fence_gate_treated, Treated Hearthgrove Plank Fence Gate
thebetweenlands:nibbletwig_planks_treated, Treated Nibbletwig Planks
thebetweenlands:nibbletwig_plank_slab_treated, Treated Nibbletwig Plank Slab
thebetweenlands:nibbletwig_plank_stairs_treated, Treated Nibbletwig Plank Stairs
thebetweenlands:nibbletwig_plank_fence_treated, Treated Nibbletwig Plank Fence
thebetweenlands:nibbletwig_plank_fence_gate_treated, Treated Nibbletwig Plank Fence Gate
thebetweenlands:rotten_planks_treated, Treated Rotten Planks
thebetweenlands:rotten_plank_slab_treated, Treated Rotten Plank Slab
thebetweenlands:rotten_plank_stairs_treated, Treated Rotten Plank Stairs
thebetweenlands:rotten_plank_fence_treated, Treated Rotten Plank Fence
thebetweenlands:rotten_plank_fence_gate_treated, Treated Rotten Plank Fence Gate
thebetweenlands:items_misc:0, Crimson Snail Shell
thebetweenlands:items_misc:1, Ochre Snail Shell
thebetweenlands:items_misc:2, Compost
thebetweenlands:items_misc:3, Dragonfly Wing
thebetweenlands:items_misc:4, Lurker Skin
thebetweenlands:items_misc:6, Dried Swamp Reed
thebetweenlands:items_misc:7, Reed Rope
thebetweenlands:items_misc:10, Mud Brick
thebetweenlands:items_misc:11, Syrmorite Ingot
thebetweenlands:items_misc:13, Dry Bark
thebetweenlands:items_misc:14, Slimy Bone
thebetweenlands:items_misc:16, Snapper Root
thebetweenlands:items_misc:17, Stalker Eye
thebetweenlands:items_misc:18, Rift Sulfur
thebetweenlands:items_misc:19, Valonite Shard
thebetweenlands:items_misc:20, Weedwood Stick
thebetweenlands:items_misc:21, Angler Tooth
thebetweenlands:items_misc:22, Weedwood Bowl
thebetweenlands:items_misc:23, Rubber Ball
thebetweenlands:items_misc:24, Tar Beast Heart
thebetweenlands:items_misc:25, Animated Tar Beast Heart
thebetweenlands:items_misc:26, Tar Drip
thebetweenlands:items_misc:27, Rift Limestone Flux
thebetweenlands:items_misc:29, Inanimate Tarminion
thebetweenlands:items_misc:30, Poison Gland
thebetweenlands:items_misc:32, Amate Paper
thebetweenlands:items_misc:33, Shockwave Sword Piece
thebetweenlands:items_misc:34, Shockwave Sword Piece
thebetweenlands:items_misc:35, Shockwave Sword Piece
thebetweenlands:items_misc:36, Shockwave Sword Piece
thebetweenlands:items_misc:38, Amulet Socket
thebetweenlands:items_misc:39, Scabyst
thebetweenlands:items_misc:40, Item Scroll
thebetweenlands:items_misc:41, Syrmorite Nugget
thebetweenlands:items_misc:42, Octine Nugget
thebetweenlands:items_misc:43, Valonite Splinter
thebetweenlands:items_misc:44, Cremains
thebetweenlands:items_misc:45, Undying Embers
thebetweenlands:items_misc:46, Inanimate Angry Pebble
thebetweenlands:items_misc:47, Ancient Remnant
thebetweenlands:items_misc:48, Loot Scraps
thebetweenlands:items_misc:49, Fabricated Scroll
thebetweenlands:items_misc:50, Betweenstone Pebble
thebetweenlands:items_misc:51, Anadia Swim Bladder
thebetweenlands:items_misc:52, Anadia Eye
thebetweenlands:items_misc:53, Anadia Gills
thebetweenlands:items_misc:54, Anadia Scales
thebetweenlands:items_misc:55, Anadia Bones
thebetweenlands:items_misc:56, Anadia Remains
thebetweenlands:items_misc:57, Anadia Fins
thebetweenlands:items_misc:58, Snot
thebetweenlands:items_misc:59, Urchin Spike
thebetweenlands:items_misc:60, Fishing Float and Hook
thebetweenlands:items_misc:61, Olmlette Mixture
thebetweenlands:items_misc:62, Silk Grub Cocoon
thebetweenlands:items_misc:63, Silk Thread
thebetweenlands:items_misc:64, Dirty Silk Bundle
thebetweenlands:items_misc:65, Clutch of Pheromone Thoraxes
thebetweenlands:items_crushed:0, Ground Leaf
thebetweenlands:items_crushed:1, Ground Cattail
thebetweenlands:items_crushed:2, Ground Swamp Tallgrass
thebetweenlands:items_crushed:3, Ground Shoots
thebetweenlands:items_crushed:4, Ground Arrow Arum
thebetweenlands:items_crushed:5, Ground Button Bush
thebetweenlands:items_crushed:6, Ground Marsh Hibiscus
thebetweenlands:items_crushed:7, Ground Pickerel Weed
thebetweenlands:items_crushed:8, Ground Soft Rush
thebetweenlands:items_crushed:9, Ground Marsh Mallow
thebetweenlands:items_crushed:10, Ground Milkweed
thebetweenlands:items_crushed:11, Ground Blue Iris
thebetweenlands:items_crushed:12, Ground Copper Iris
thebetweenlands:items_crushed:13, Ground Blue Eyed Grass
thebetweenlands:items_crushed:14, Ground Boneset
thebetweenlands:items_crushed:15, Ground Bottlebrush Grass
thebetweenlands:items_crushed:16, Ground Weedwood Bark
thebetweenlands:items_crushed:17, Ground Dried Swamp Reed
thebetweenlands:items_crushed:18, Ground Algae
thebetweenlands:items_crushed:19, Ground Angler Tooth
thebetweenlands:items_crushed:20, Ground Black Hat Mushroom
thebetweenlands:items_crushed:21, Ground Crimson Snail Shell
thebetweenlands:items_crushed:22, Ground Bog Bean
thebetweenlands:items_crushed:23, Ground Broomsedge
thebetweenlands:items_crushed:24, Ground Bulb-Capped Mushroom
thebetweenlands:items_crushed:25, Ground Cardinal Flower
thebetweenlands:items_crushed:26, Ground Cave Grass
thebetweenlands:items_crushed:27, Ground Cave Moss
thebetweenlands:items_crushed:28, Ground Crimson Middle Gem
thebetweenlands:items_crushed:29, Ground Deep Water Coral
thebetweenlands:items_crushed:30, Ground Flathead Mushroom
thebetweenlands:items_crushed:31, Ground Golden Club
thebetweenlands:items_crushed:32, Ground Green Middle Gem
thebetweenlands:items_crushed:33, Ground Hanger
thebetweenlands:items_crushed:34, Ground Lichen
thebetweenlands:items_crushed:35, Ground Marsh Marigold
thebetweenlands:items_crushed:36, Ground Mire Coral
thebetweenlands:items_crushed:37, Ground Ochre Snail Shell
thebetweenlands:items_crushed:38, Ground Moss
thebetweenlands:items_crushed:39, Ground Nettle
thebetweenlands:items_crushed:40, Ground Phragmites
thebetweenlands:items_crushed:41, Ground Sludgecreep
thebetweenlands:items_crushed:42, Ground Sundew
thebetweenlands:items_crushed:43, Ground Swamp Kelp
thebetweenlands:items_crushed:44, Ground Roots
thebetweenlands:items_crushed:45, Ground Aqua Middle Gem
thebetweenlands:items_crushed:46, Ground Pitcher Plant
thebetweenlands:items_crushed:47, Ground Water Weeds
thebetweenlands:items_crushed:48, Ground Venus Fly Trap
thebetweenlands:items_crushed:49, Ground Volarpad
thebetweenlands:items_crushed:50, Ground Thorns
thebetweenlands:items_crushed:51, Ground Poison Ivy
thebetweenlands:items_crushed:52, Ground Bladderwort Flower
thebetweenlands:items_crushed:53, Ground Bladderwort Stalk
thebetweenlands:items_crushed:54, Ground Edge Shroom
thebetweenlands:items_crushed:55, Ground Edge Moss
thebetweenlands:items_crushed:56, Ground Edge Leaf
thebetweenlands:items_crushed:57, Ground Rotbulb
thebetweenlands:items_crushed:58, Ground Pale Grass
thebetweenlands:items_crushed:59, Ground String Roots
thebetweenlands:items_crushed:60, Ground Cryptweed
thebetweenlands:items_crushed:61, Ground Betweenstone Pebble
thebetweenlands:items_plant_drop:0, Leaf
thebetweenlands:items_plant_drop:1, Algae Clump
thebetweenlands:items_plant_drop:2, Arrow Arum Leaf
thebetweenlands:items_plant_drop:3, Blue Eyed Grass Flowers
thebetweenlands:items_plant_drop:4, Blue Iris Petals
thebetweenlands:items_plant_drop:5, Mire Coral
thebetweenlands:items_plant_drop:6, Deep Water Coral
thebetweenlands:items_plant_drop:7, Bog Bean Flower
thebetweenlands:items_plant_drop:8, Boneset Flowers
thebetweenlands:items_plant_drop:9, Bottlebrush Grass Blades
thebetweenlands:items_plant_drop:10, Broomsedge Leaves
thebetweenlands:items_plant_drop:11, Button Bush Flowers
thebetweenlands:items_plant_drop:12, Cardinal Flower Petals
thebetweenlands:items_plant_drop:13, Cattail Head
thebetweenlands:items_plant_drop:14, Cave Grass Blades
thebetweenlands:items_plant_drop:15, Copper Iris Petals
thebetweenlands:items_plant_drop:16, Golden Club Flowers
thebetweenlands:items_plant_drop:17, Lichen Clump
thebetweenlands:items_plant_drop:18, Marsh Hibiscus Flower
thebetweenlands:items_plant_drop:19, Marsh Mallow Flower
thebetweenlands:items_plant_drop:20, Marsh Marigold Flower
thebetweenlands:items_plant_drop:21, Nettle Leaf
thebetweenlands:items_plant_drop:22, Phragmite Stems
thebetweenlands:items_plant_drop:23, Pickerel Weed Flower
thebetweenlands:items_plant_drop:24, Shoots
thebetweenlands:items_plant_drop:25, Sludgecreep Leaves
thebetweenlands:items_plant_drop:26, Soft Rush Leaves
thebetweenlands:items_plant_drop:27, Sundew Head
thebetweenlands:items_plant_drop:28, Swamp Tallgrass Blades
thebetweenlands:items_plant_drop:29, Cave Moss
thebetweenlands:items_plant_drop:30, Moss
thebetweenlands:items_plant_drop:31, Milkweed Flower
thebetweenlands:items_plant_drop:32, Hanger
thebetweenlands:items_plant_drop:33, Pitcher Plant Trap
thebetweenlands:items_plant_drop:34, Water Weeds
thebetweenlands:items_plant_drop:35, Venus Fly Trap Head
thebetweenlands:items_plant_drop:36, Volarpad Leaf
thebetweenlands:items_plant_drop:37, Thorn Branch
thebetweenlands:items_plant_drop:38, Poison Ivy Leaves
thebetweenlands:items_plant_drop:39, Bladderwort Stalk
thebetweenlands:items_plant_drop:40, Bladderwort Flower
thebetweenlands:items_plant_drop:41, Edge Shroom Gills
thebetweenlands:items_plant_drop:42, Edge Moss Clump
thebetweenlands:items_plant_drop:43, Edge Leaf
thebetweenlands:items_plant_drop:44, Rotbulb Stalk
thebetweenlands:items_plant_drop:45, Pale Grass Blades
thebetweenlands:items_plant_drop:46, String Root Fibers
thebetweenlands:items_plant_drop:47, Cryptweed Blades
thebetweenlands:swamp_talisman:0, Swamp Talisman
thebetweenlands:swamp_talisman:1, Swamp Talisman Piece
thebetweenlands:swamp_talisman:2, Swamp Talisman Piece
thebetweenlands:swamp_talisman:3, Swamp Talisman Piece
thebetweenlands:swamp_talisman:4, Swamp Talisman Piece
thebetweenlands:weedwood_rowboat, Weedwood Rowboat
thebetweenlands:dentrothyst_shard_orange, Orange Dentrothyst Shard
thebetweenlands:dentrothyst_shard_green, Green Dentrothyst Shard
thebetweenlands:fish_bait, Fish Bait
thebetweenlands:fumigant, Fumigant
thebetweenlands:sap_ball, Ball of Sap
thebetweenlands:rotten_food, Rotten Food (%s)
thebetweenlands:middle_fruit_bush_seeds, White Pear Seeds
thebetweenlands:spores, Spores
thebetweenlands:aspectrus_seeds, Aspectrus Seeds
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:frog_legs_raw, Raw Frog's Leg
thebetweenlands:frog_legs_cooked, Fried Frog's Leg
thebetweenlands:snail_flesh_raw, Raw Snail Flesh
thebetweenlands:snail_flesh_cooked, Seared Snail Flesh
thebetweenlands:reed_donut, Reed Donut
thebetweenlands:jam_donut, Jam Donut
thebetweenlands:gerts_donut, Gert's Donut
thebetweenlands:aspectrus_fruit, Aspectrus Fruit
thebetweenlands:puffshroom_tendril, Puffshroom Tendril
thebetweenlands:kraken_tentacle, Kraken Tentacle
thebetweenlands:kraken_calamari, Kraken Calamari
thebetweenlands:middle_fruit, White Pear
thebetweenlands:mince_pie, Mince Pie
thebetweenlands:christmas_pudding, Christmas Pudding
thebetweenlands:candy_cane, Candy Cane
thebetweenlands:weeping_blue_petal, Weeping Blue Petal
thebetweenlands:wight_heart, Wight's Heart
thebetweenlands:yellow_dotted_fungus, Yellow Dotted Fungus
thebetweenlands:silt_crab_claw, Crab Claw
thebetweenlands:crab_stick, Crabstick
thebetweenlands:sludge_jello, Sludge Jello
thebetweenlands:middle_fruit_jello, White Pear Jello
thebetweenlands:sap_jello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallow_pink, Pink Marshmallow
thebetweenlands:flat_head_mushroom_item, Flathead Mushroom
thebetweenlands:black_hat_mushroom_item, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom_item, Bulb-Capped Mushrooms
thebetweenlands:swamp_reed_item, Swamp Reed
thebetweenlands:swamp_kelp_item, Swamp Kelp
thebetweenlands:fried_swamp_kelp, Fried Swamp Kelp
thebetweenlands:forbidden_fig, Forbidden Fig
thebetweenlands:candy_blue, Blue Candy
thebetweenlands:candy_red, Red Candy
thebetweenlands:candy_yellow, Yellow Candy
thebetweenlands:chiromaw_wing, Chiromaw Wing
thebetweenlands:tangled_root, Tangled Root
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:spirit_fruit, Spirit Fruit
thebetweenlands:sushi, Sushi
thebetweenlands:rock_snot_pearl, Rocksnot Pearl
thebetweenlands:pearled_pear, Pearled Pear
thebetweenlands:anadia_meat_raw, Raw Anadia Meat
thebetweenlands:anadia_meat_cooked, Cooked Anadia Meat
thebetweenlands:anadia_meat_smoked, Smoked Anadia Meat
thebetweenlands:barnacle, Barnacle Flesh
thebetweenlands:barnacle_cooked, Cooked Barnacle Flesh
thebetweenlands:barnacle_smoked, Smoked Barnacle Flesh
thebetweenlands:crab_stick_smoked, Smoked Crabstick
thebetweenlands:frog_legs_smoked, Smoked Frog's Leg
thebetweenlands:puffshroom_tendril_smoked, Smoked Puffshroom Tendril
thebetweenlands:silt_crab_claw_smoked, Smoked Crab Claw
thebetweenlands:snail_flesh_smoked, Smoked Snail Flesh
thebetweenlands:olm_egg_raw, Olm Egg Cluster
thebetweenlands:olm_egg_cooked, Baked Olm Egg Cluster
thebetweenlands:olmlette, Olmlette
thebetweenlands:silk_grub, Silk Grub
thebetweenlands:drinkable_brew:0, Nettle Soup
thebetweenlands:drinkable_brew:1, Nettle Tea
thebetweenlands:drinkable_brew:2, Pheromone Extract
thebetweenlands:drinkable_brew:3, Swamp Broth
thebetweenlands:drinkable_brew:4, Sturdy Stock
thebetweenlands:drinkable_brew:5, Pear Cordial
thebetweenlands:drinkable_brew:6, Shaman's Brew
thebetweenlands:drinkable_brew:7, Lake Broth
thebetweenlands:drinkable_brew:8, Shell Stock
thebetweenlands:drinkable_brew:9, Frog Leg Extract
thebetweenlands:drinkable_brew:10, Witch Tea
thebetweenlands:bone_helmet, Bone Helmet
